id,search,source,priority,hints,title,authors,year,doi,journal,keywords,abstract,exclude_hint,INCLUDE?,notes
131,A,unknown,MEDIUM,,The Challenge of Big Data and Data Science,"Brady, Henry E.",2019,10.1146/annurev-polisci-090216-023229,"ANNUAL REVIEW OF POLITICAL SCIENCE, VOL 22",,"Big data and data science are transforming the world in ways that spawn new concerns for social scientists, such as the impacts of the internet on citizens and the media, the repercussions of smart cities, the possibilities of cyber-warfare and cyber-terrorism, the implications of precision medicine, and the consequences of artificial intelligence and automation. Along with these changes in society, powerful new data science methods support research using administrative, internet, textual, and sensor-audio-video data. Burgeoning data and innovative methods facilitate answering previously hard-to-tackle questions about society by offering new ways to form concepts from data, to do descriptive inference, to make causal inferences, and to generate predictions. They also pose challenges as social scientists must grasp the meaning of concepts and predictions generated by convoluted algorithms, weigh the relative value of prediction versus causal inference, and cope with ethical challenges as their methods, such as algorithms for mobilizing voters or determining bail, are adopted by policy makers.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
139,A,unknown,LOW,,The Future Possibilities and Security Challenges of City Digitalization,"Barcik, Peter; Coufalikova, Aneta; Frantis, Petr; Vavra, Jiri",2023,10.3390/smartcities6010008,SMART CITIES,,"To adapt to current changes, such as globalization, climate change, and demographic growth, modern cities must embrace the digitalization of city management. In this paper, we examine a concept for digitalizing a city based on Rotterdam's digital twin showcase. Data-processing frameworks for different sources of data are presented. Security risks and the potential of smart cities for military usage are discussed. Lastly, using an example of available datasets for air quality and public lighting consumption, functions of the Rotterdam digital twin are compared with the Brno city digital platform. It was found that every city has its approach to digitalization, and it is probably impossible to unify every city's digitalization process. This means that the digitalization of the city is very individual. Both systems in their current form make it possible to visualize the collected data about the city. So far, however, these systems do not use advanced functions such as AI-assisted decision-making and prediction of various events in the city. Even so, they are a source of very interesting data that can be used by third parties.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
146,A,unknown,MEDIUM,,Integrated mass surveillance system for large scale events,"Nagy, Attila Matyas; Simon, Vilmos",2016,,IEEE SECOND INTERNATIONAL SMART CITIES CONFERENCE (ISC2 2016),,"Nowadays festivals and city events attract huge number of visitors and unfortunately in large masses a minor panic could have incalculable consequences despite of the organizers' efforts to do everything for participants' safety. Therefore we have developed an integrated mass surveillance system based on crowdsensing data, where the system helps authorities and organizers in information gathering about the actual dynamics of the crowd. Based on real time and representative information, they are able to perform fast and targeted interventions.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
159,A,unknown,MEDIUM,,"""How Fear of Crime Affects Needs for Privacy & Safety"" Acceptance of Surveillance Technologies in Smart Cities","van Heek, Julia; Arning, Katrin; Ziefle, Martina",2016,,PROCEEDINGS OF THE 2016 5TH INTERNATIONAL CONFERENCE ON SMART CITIES AND GREEN ICT SYSTEMS (SMARTGREENS 2016),,"These days, surveillance technologies are a key component of smart and networked cities preventing or detecting crime and giving the residents a sense of safety. On the one hand, safety perceptions can be supported by adequate surveillance technologies (e.g., cameras), however on the other hand, the systematic use of surveillance technologies undermines individual privacy needs. In this empirical study, we explore users' perceptions on safety and privacy in the context of surveillance systems in urban environments. Using an online survey, 119 users were requested to indicate their acceptance regarding different types of surveillance technologies, differentiating perceived benefits and harriers as well as safety and privacy needs. Also, we investigate acceptance differences towards surveillance technologies at various locations (private and public). In this paper, we especially explore the impact of individual perceived crime threat on the acceptance of surveillance technologies and on the needs for privacy and safety.",,Include,
160,A,unknown,HIGH,,Situational Awareness in Megacities,"Loper, Margaret L.",2018,10.1007/978-3-319-75232-7_12,TECHNOLOGY AND THE INTELLIGENCE COMMUNITY: CHALLENGES AND ADVANCES FOR THE 21ST CENTURY,,"Each day an estimated 180,000 people across the globe migrate to cities. By 2030 cities will account for 60% of the world's population. Cities with populations of ten million or more are called megacities. The problems found in megacities and other urban environments - explosive growth rates, vast and growing income disparity, and a security environment that is increasingly attractive to the politically dispossessed -present great challenges to national and international security. Therefore, monitoring these cities will become increasingly important to provide decision makers with effective predictors of looming instability. The urban environment is becoming increasingly more connected and complex. In the coming decades, we will be surrounded by billions of sensors, devices and machines, the Internet of Things (IoT). Cities and urban areas that benefit from the IoT are commonly referred to as Smart Cities. Based on the rise of IoT adoption around the world, future intelligence techniques for megacities will rely, in part, on Smart City technologies. To this end, there is a need for a common framework that captures military operations, urban operations, emergency response operations, and city behavior. By creating such a framework, the sharing of information and common understanding of instabilities in megacities can be recognized and communicated across different operational needs. With a common intelligence framework, a variety of technologies - data analytics, sensor fusion, augmented reality, cyber security, 3D tracking, and predictive modeling - can be developed to provide situational awareness on the many dimensions of megacities.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
173,A,unknown,MEDIUM,,"REALTIME URBANISM: THE ARCHITECTURE OF PACKETS, PIXELS, AND NEURONS","Lotfi-Jam, Farzin",2025,,MATERIA ARQUITECTURA,,"Realtime systems were originally defined as computers fast enough to affect external processes. This paper reframes realtime not as a technical feature, but as an urban, political, and imperial formation. Tracing its development from imperial communication networks to Cold War defense systems to contemporary digital twins and immersive platforms, it introduces realtime urbanism to describe how computation governs space, perception, and action through synchronized feedback loops. Realtime systems produce a latency-driven epistemology, naturalize control as responsiveness, and collapse deliberation into automation. Their appeal-immediacy, interactivity, extensibility-is inseparable from their limits. Realtime does not solve problems; it organizes the conditions under which they persist.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
200,A,unknown,HIGH,,Studying Surveillance AI-cologies in Public Safety: How AI Is in the World and the World in AI,"Jacobs, Gabriele; van Houdt, Friso; Coons, Ginger",2024,,SURVEILLANCE & SOCIETY,,"Technological surveillance for the sake of safeguarding public safety (e.g., cameras, sensors, mobile phones, OSINT) pervades the lives of individuals on many levels. In this article, we advance the idea that the addition of AI changes the way surveillance ecologies function and thus deserves to spawn its own concept: the surveillance AI-cology. Surveillance AI-cologies are made up of interconnected collections of disparate actors (technological, human, more -than -human, organisational, etc.), all implicated in AIaided surveillance tasks. They contain not only the usual complexities of any technological ecosystem but also the added complexity of AI, with emergent characteristics, both technically and socially. We argue for the utility of multi -faceted perspectives in doing work within AI-cologies, and we describe (anthropologically inspired) methodology for understanding and unpacking AI surveillance ecosystems. The development of democratically controlled AI surveillance requires the systematic consideration of ethical, legal, and social aspects (ELSA) within the quintuple helix (public, private, civil society, academia, nature). We stress the relevance of clearly defining which perspectives of the quintuple helix are considered in AI surveillance, and which not, to achieve a transparent set of (ELSA) values that guide AI surveillance development and implementation. We provide an example of the way we have developed and applied (some of) these methodologies in the context of a test -site for the development and application of smart city technology, a so-called ""Living Lab."" Here we take the stance of active involvement of academics as ""critical friends"" into complex innovation and assessment processes. Together with our conversation partners in the field, we tease out and reflect upon the (public safety) values embedded in the setup of the Living Lab we explore. We end with a call to understand surveillance AI-cologies not as a problem to be solved, but as a continuing process to be discussed among highly diverse stakeholders.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
207,A,unknown,MEDIUM,,Hidden in Plain Sight: Toward a Smart Future in Eindhoven,"Figueiredo, Sergio M.; Agyin, Justin",2019,10.1080/20507828.2019.1705558,ARCHITECTURE AND CULTURE,,"With the continuous assertion of Eindhoven as a center of innovation, technology and, more specifically, smart systems, the proliferation of ""smartness"" across the city's built environment continues to increase in both overt and tacit ways. Traces of such a proliferation of ""smartness"" appear dotted throughout the city in the form of cameras and sensors, without much disclosure regarding who owns them and what they are used for. As such, Eindhoven's citizens are subjected to various data-collection systems and living-lab experiments without their knowledge or agreement, as well as without any idea of the potential consequences and implications. This visual essay uncovers some of the traces of ""smartness"" across Eindhoven to reflect on the pervasiveness of ""smartness"" not only as an abstract idea, but also as a way of life and, ultimately, question the normalization of its corresponding mass-surveillance regime.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
212,A,unknown,HIGH,,THE ROLE OF ADDITIONAL INFORMATION IN OBTAINING INFORMATION,"Budavari, Edina Albinine; Rajnai, Zoltan",2019,10.7906/indecs.17.3.2,INTERDISCIPLINARY DESCRIPTION OF COMPLEX SYSTEMS,,"One of the basic components of the smart city concept is the infocommunication infrastructure. The purpose of the infocommunication system is, among others, to transmit information. Generally, besides the necessary information provided in a transmission, some additional information is displayed as well. In public communication the destination of the information is not a specific person or object. Therefore, additional information can be obtained by anyone. Thus, such additional information facilitates the unwanted acquisition of information and its later use. The present study illustrates the role of additional information in obtaining information through an example of an online game. This game is public, therefore, it is an open source of information. The technology of Open Source Intelligence is one of the basic elements of the social engineering information palette.",,Include,this is Phd -- Confirm with Craig on Monday
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
220,A,unknown,MEDIUM,,"Surveillance, race, and social sorting in the United Arab Emirates","Ziadah, Rafeef",2024,10.1177/02633957211009719,POLITICS,,"The United Arab Emirates (UAE) has made headlines for its use of mass surveillance technologies against UAE residents, as well as opponents externally. Under the guise of protecting national security, there has been a proliferation of state-led initiatives to monitor public spaces and online activity across the UAE, making the country an important laboratory for advanced surveillance tools. This article takes as a starting point that despite claims to being race-neutral and scientific, surveillance technologies have an embedded racial bias and operate according to context to (re)produce forms of state control and racial social relations. Reviewing the introduction of multiple surveillance technologies, this article traces the rationales used to racially order space and define deviance in the UAE context, emphasising questions of race, migration status and labour, to understand how the state defines, codifies, and regulates an ethno-racial hierarchy.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
225,A,unknown,MEDIUM,,Digital Tracking - a Matter of National Security?,"Wilhelmsen, Vivi Ringnes",2022,10.23865/intpol.v80.3096,INTERNASJONAL POLITIKK,,"More complex threat actors and risk assessments, e.g., hybrid threats, are often met with calls for increased government surveillance, which is of concern for democratic integrity. The two are therefore often presented as opposite poles. However, surveillance capitalism and the sale of extensive digital profiles can be manipulated and exploited by foreign powers for espionage, sabotage and subversion. The strategic effect is likely to increase as digitalization of governance, Smart Cities and IoT, as well as data storage and processing capacity, increase. The large amount of data can uncover information that should have been subject to clearance, tomorrow's leaders can in theory be tracked from infancy. In essence, the sale of personal data can have strategic effects on national security. As Surveillance capitalisms challenge the government surveillance monopoly, we should view privacy as a collective value for national defense.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
259,A,unknown,MEDIUM,,Cybersecurity as a Politikum: Implications of Security Discourses for Infrastructures,"Fichtner, Laura; Pieters, Wolter; Teixeira, Andre",2016,10.1145/3011883.3011887,PROCEEDINGS OF THE 2016 NEW SECURITY PARADIGMS WORKSHOP (NSPW'16),,"In the cybersecurity community it is common to think of security as a design feature for systems and infrastructures that may be difficult to balance with other requirements. What is less studied is how security requirements come about, for which reasons, and what their influence is on the actions the system facilitates. Security is for example often used as an argument for or against granting access rights that are of importance to stakeholders, such as in the discussion on counterterrorism and privacy. This paper argues that the ongoing politicization of security issues calls for a paradigm to study cybersecurity as a Politikum: a matter of political concern, embedded in existing and future infrastructures. We summarize literature which inspired this paper and explain the role of security arguments for infrastructure governance. Then we outline the new paradigm and its core concepts and contribution, including the notion of framing. Finally, we present discourse analysis and infrastructure ethnography as research methods and discuss cases in which discourses (may) shape infrastructures, in particular smart cities.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
262,A,unknown,LOW,,"Urban military geographies: New directions in the (re)production of space, militarism, and the urban","Spanu, Giacomo",2023,10.1111/gec3.12727,GEOGRAPHY COMPASS,,"Armed forces in urban areas are a very visible source of socio-spatial and urban change. Even in contemporary cities 'at peace', this presence and ensuing changes can be wide-ranging, evident across infrastructure, organisations, narratives of place, events, and everyday activities. Although over the past 2 decades critical military studies and urban geopolitics have explored some of these themes, an urban studies perspective on such military geographies in peacetime has elicited far less attention. The aim of this article is to open up opportunities for deeper conceptualisation and research on urban military geographies. This article establishes a dialogue between critical military studies and urban geopolitics, to review the different dimensions of the influence of a military presence in urban space, and to provide a synthesis of these two bodies of literature. Using Lefebvre's dialectical theory of spatial production, this review shows how cities can be privileged spaces for the reproduction of militarism and preparation for war. Moreover, it examines how the presence of military forces in peacetime can influence the material and immaterial production of urban space.",,Include,
263,A,unknown,MEDIUM,,Your face is not new to me-Regulating the surveillance power of facial recognition technologies,"Mobilio, Giuseppe",2023,10.14763/2023.1.1699,INTERNET POLICY REVIEW,,"Facial recognition technologies (FRTs) represent one of the cutting-edge applications of artificial intelligence and big data for surveillance purposes. The uses of these biometric technologies are widespread in our cities. However, they may result in serious abuses against the rights of people and minorities, or even in new kinds of mass surveillance. The article focuses on ""real-time"" and ""live"" use by law enforcement authorities, one of the most discussed deployments of FRTs. The analysis addresses, from a constitutional point of view, whether banning these technologies is inevitable, or whether it is possible to regulate them in a way that allows their use while protecting the fundamental rights at stake and preserving democratic order and the rule of law. The principle of proportionality is the standard for defining appropriate regulatory measures. The article starts off by providing an overview of how FRTs work and some of the consequent ethical, technical, societal and legal concerns that arise. It then provides a critical analysis of EU data protection legislation and the AI Act proposal to examine their strengths and shortcomings in addressing the proportionate use of FRTs.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
272,A,unknown,MEDIUM,,A Crowdsensing Platform for Mass Surveillance,"Nagy, Attila Matyas; Simon, Vilmos",2016,,PROCEEDINGS OF ELMAR 2016 - 58TH INTERNATIONAL SYMPOSIUM ELMAR 2016,,"Nowadays festivals and city events attract huge number of visitors and unfortunately in large masses a minor panic could have incalculable consequences despite of the organizers' efforts to do everything for participants' safety. Therefore we have developed an integrated mass surveillance system based on crowdsensing data, where the system helps authorities and organizers in information gathering about the actual dynamics of the crowd. Based on real time and representative information, they are able to perform fast and targeted interventions.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
285,A,unknown,LOW,,Urban Operating Systems: Diagramming the City,"Marvin, Simon; Luque-Ayala, Andres",2017,10.1111/1468-2427.12479,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,,"A set of software/hardware packages developed by IT companies for the urban market is transforming the way in which cities are imagined and configured. These urban operating systems (Urban OS) embody important presumptions about what constitutes appropriate knowledge and forms of decision making, pointing to how novel forms of smart' or computational' urbanism may govern urban life. Arguing that an analysis of the interface between the urban and IT requires a broader historical and theoretical perspective, the article traces the ways in which the city has been diagrammed as a space of power since the nineteenth century and highlights the antecedents of Urban OS present across different domains of lifeparticularly in military and corporate enterprises. Relaying the urban as an efficient logistical enterprise, and operating as a piloting device (Deleuze and Guattari, 1987), the Urban OS appears as an emerging urban diagram introducing an informational diagrammatic of control. We focus on five archetypal framings of how Urban OS envision the city, illustrating how a new corporate rationality of control based on functional simplification and heterogeneous reintegration seeks to take hold in the city (via re-engineering, agility, modularity, flexibility and configurability).",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
290,A,unknown,MEDIUM,,Citizens Surveillance - New Trends and Scenarios on the Future of Smart Societies,"Vrabie, Catalin; Neginraz, Parvin",2020,,PROCEEDINGS OF 7TH ACADEMOS CONFERENCE 2020 INTERNATIONAL CONFERENCE: POLITICS AND KNOWLEDGE: NEW TRENDS IN SOCIAL RESEARCH,,"Some of the most important inventions of the last century are the computer, the Internet and, not least, the mobile phone. These have completely changed the world we live in.Understanding their ability to collect data and information about anyone and everyone, they proved to be the perfect tools for mass surveillance. Often the media presents articles written as a result of data leaks within public institutions or private companies, data that has the power to alter the safety of citizens. This article intends to present some of the most notorious examples found on the media that support the above statement. Moreover, if we are to look back at George Orwell's predictions about surveillance, we realize that he was an optimist. Today we are witnessing the pursuit of the individual on a much larger scale than Orwell could have imagined.We will first begin by presenting the Edward Snowden case, former CIA employee and government contractor for Booz Allen Hamilton, who publicly disclosed information about mass surveillance, and, based on this and few other similar cases, we want to raise awareness regarding the very unstable equilibrium between security and privacy in the new era of smart states and communities.The article is presented as an essay.",,Include,found it here --> https://www.researchgate.net/publication/347445251_Citizens_Surveillance_-_New_Trends_and_Scenarios_on_the_Future_of_Smart_Societies
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
308,A,unknown,HIGH,smart_city,Territorialising the cloud or clouding the territory? Volumetric vulnerabilities and the militarised conjunctures of Singapore's smart city-state,"Woods, Orlando; Bunnell, Tim; Kong, Lily",2024,10.1016/j.polgeo.2024.103211,POLITICAL GEOGRAPHY,,"This article explores how the volumetric characteristics of cloud computing can create new expressions of territoriality, which in turn can reveal new axes of vulnerability and threat. Whilst recent work in political geography has sought to ""locate"" the cloud through analyses of data centre geographies and data-driven processes of smart urbanism, we look beyond the material plane and consider the amorphous territorialities of voluminous data instead. As much as these data are acted on by the legal-regulatory mechanics of the state in a bid to territorialise them, so too do these data volumes serve to cloud, and thus obscure, territory. Processes of territorialising and clouding exist in a state of dialectical tension with each other, and reveal the volumetric vulnerabilities of cloud computing. We validate these theoretical claims through an analysis of in-depth interviews with senior stakeholders in Singapore's Smart Nation initiative. In Singapore, defending the city is equivalent to defending the nation, which causes the military to play an outsized role in securing the city-state. We consider how the attack surface of the city becomes a more voluminous construct with cloud computing, how strategies of geofencing attempt to secure the cloud, and how these processes reveal the increasingly militarised conjunctures of everyday life. Overall, these insights reveal a need for political geography to continually evolve its theoretical premises in line with the rapid digitalisation of the world.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
328,A,unknown,LOW,,Digital cities and their commercial aesthetics: The celebration of monarchy in Bangkok,"Isaacs, Bronwyn",2025,10.1177/00420980251363790,URBAN STUDIES,,"This article argues that the expanding role of digital urban infrastructure in Bangkok has revitalised a visual aesthetic designed to uphold royal authority. This royal aesthetic permeates in intimate and widespread areas of city design and urban life, particularly in regard to everyday consumption. The article examines how digital infrastructures facilitate a cheap and efficient continuation of long-standing practices of publicising royal imagery. This politicised practice visually marks Bangkok with a conservative vision of Thainess inextricably tied to monarchy. The article engages with scholarly critiques of 'smart cities', scholarship of digital city imaginaries and the study of urban authoritarianism in Bangkok. Based in a visual anthropological approach, the article draws on ethnographic research, both in person and digital, to analyse digital visual propaganda including a campaign called The Pride of Thailand, eulogistic celebrations of King Bhumibol following his death and birthday celebrations of King Vajiralongkorn. The article argues that in Bangkok, digital infrastructures provide an efficient and cost-effective aesthetic that renders urban inequality ordinary and bolster monarchical authority. Owing to the commercial basis of many mainstream digital infrastructures, these images are circulated regardless of consumers' political preferences. The everyday encounters with images of the monarchy in commercial spaces and online platforms thus serve as an intimate and unavoidable imposition of royal influence.(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)""(sic)(sic)(sic)(sic)""(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)""(sic)(sic)(sic)(sic)(sic)""(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic),(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic),(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic)(sic).",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
343,A,unknown,MEDIUM,,"Tweets of surveillance: Traffic, Twitter, and securitization in Beirut, Lebanon","Monroe, Kristin V.",2017,10.1177/1463499617729296,ANTHROPOLOGICAL THEORY,,"More than a decade ago, Akhil Gupta and James Ferguson set out to define a research program with their essay 'Spatializing States: Toward an Ethnography of Neoliberal Governmentality' (2002). Exploring the relation between what they referred to as 'the spatial and statist orders,' they argued that conceptualizations of the nature of the state have not attended adequately to the ways in which states are spatialized and endeavored to show, through ethnography, how people come to experience the state as an entity with certain spatial characteristics and properties. Building on these ideas, but also moving beyond their taken-for-granted assumptions about the state's spatiality, this essay makes use of one ethnographic case example in an effort to offer a fine-grained illustration of the spatial dimensions of the project of state securitization in the urban landscape. I do this by looking closely at the field of urban mobility in Beirut, Lebanon, and the Twitter account for the city's Traffic Management Center, launched in late 2013 by the Ministry of Interior. Through my analysis of the spatial modes of statecraft that are produced through this Twitter account, I develop an argument about how the social media technology of Twitter serves as a portal through which to view how the state secures its legitimacy and naturalizes its authority in both virtual and physical space, while, at the same time, this technology - if only fleetingly - can be harnessed to issue challenges to this legitimacy and authority. What is at stake in the Traffic Management Center's Twitter account, I suggest, is the production of the state as an entity that is not just powerful in the sense of being vertical to society and encompassing of urban space, but the very idea that the state offers security and protection to its citizens.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
